Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Tamil Nadu Prawn Curry Stew With Rice,Tamil Nadu,Dinner,581,28.7,93.4,13.9,Both
Telangana Rasam And Rice Stew With Rice,Telangana,Dinner,402,12.8,59.1,9.2,Both
Pumaloi Palya And Rice Curry,Meghalaya,Dinner,824,30.8,100.0,26.2,Both
Bora Baingan Curry Curry,Tripura,Dinner,646,21.6,95.1,14.7,Both
Saag Mutton Rogan Josh Curry,Jharkhand,Dinner,560,18.2,78.2,15.1,Both
Chole Bhature (Veg) Sabzi With Rotis,Punjab,Dinner,797,32.3,114.9,24.9,Both
Bajre Veg Kebab Platter Curry,Haryana,Dinner,506,27.2,71.1,17.9,Both
Haakh Kootu And Rice Curry,Jammu and Kashmir,Dinner,460,19.4,52.9,15.3,Both
Khlem Moong Dal Tadka Curry,Meghalaya,Dinner,587,25.2,82.6,21.6,Both
Mixed Veg Stew And Dal,Haryana,Dinner,499,13.5,74.1,16.5,Both
Himachal Pradesh Tandoori Chicken Platter Stew With Rice,Himachal Pradesh,Dinner,768,30.1,118.3,18.3,Both
Chicken Stew Sabzi With Rotis,Delhi,Dinner,743,8.5,99.7,18.8,Both
Maharashtra Vegetable Kurma Stew With Rice,Maharashtra,Dinner,725,26.0,85.7,17.1,Both
Manipur Mutton Rogan Josh Stew With Rice,Manipur,Dinner,806,17.6,115.2,22.2,Both
Baingan Curry And Dal,Meghalaya,Dinner,432,32.4,61.7,14.5,Both
Sambar And Rice And Dal,West Bengal,Dinner,527,24.0,74.2,15.2,Both
Dal Fry Sabzi With Rotis,Haryana,Dinner,534,34.1,63.9,13.9,Both
Maskaa Tandoori Chicken Platter Curry,Assam,Dinner,564,8.3,64.7,18.6,Both
Sikkim Dal And Chapati Platter,Sikkim,Dinner,470,22.1,61.7,12.3,Both
Uttar Pradesh Vegetable Kurma Platter,Uttar Pradesh,Dinner,835,27.4,103.4,21.5,Both
Poriyal And Sambar And Dal,Goa,Dinner,789,16.0,115.2,28.8,Both
Tripura Sambar And Rice Platter,Tripura,Dinner,715,23.5,86.6,27.4,Both
Cholar Chicken Stew Curry,West Bengal,Dinner,413,10.0,60.5,9.9,Both
Gundruk Chicken Korma Curry,Sikkim,Dinner,681,30.9,93.3,16.7,Both
Madhya Pradesh Moong Dal Tadka Stew With Rice,Madhya Pradesh,Dinner,821,26.7,127.5,24.6,Both
Chicken Korma Sabzi With Rotis,Gujarat,Dinner,733,20.2,94.5,23.8,Both
Soppu Baingan Curry Curry,Telangana,Dinner,693,10.0,111.3,17.8,Both
Tamil Nadu Moong Dal Tadka Stew With Rice,Tamil Nadu,Dinner,649,11.5,97.7,15.0,Both
Egg Bhurji With Rotis And Dal,Telangana,Dinner,818,30.5,105.4,23.0,Both
Kootu And Rice And Dal,Andhra Pradesh,Dinner,729,9.5,109.8,21.4,Both
Tandoori Chicken Platter Sabzi With Rotis,Himachal Pradesh,Dinner,807,12.9,104.9,24.2,Both
Odisha Veg Kebab Platter Platter,Odisha,Dinner,460,32.5,63.0,13.4,Both
Dal And Chapati Sabzi With Rotis,Andhra Pradesh,Dinner,767,17.4,93.1,25.0,Both
Panta Chole Bhature (Veg) Curry,West Bengal,Dinner,696,33.8,99.1,23.9,Both
Delhi Egg Bhurji With Rotis Stew With Rice,Delhi,Dinner,555,31.6,64.5,15.1,Both
Dal And Chapati And Dal,West Bengal,Dinner,789,23.0,116.8,28.4,Both
Ghugni Veg Kebab Platter Curry,West Bengal,Dinner,619,32.6,100.4,18.3,Both
Chila Baingan Curry Curry,Chhattisgarh,Dinner,402,16.7,56.5,14.7,Both
Sabzi Roti And Dal,Punjab,Dinner,796,23.7,126.3,29.2,Both
Kosambari Mixed Veg Stew Curry,Karnataka,Dinner,560,24.6,87.5,20.3,Both
Fish Moilee And Dal,Odisha,Dinner,617,15.1,98.9,18.8,Both
Chole Bhature (Veg) Sabzi With Rotis,Sikkim,Dinner,658,18.0,97.6,15.7,Both
Pappu Veg Kofta Curry Curry,Telangana,Dinner,727,12.4,105.0,18.1,Both
Uttar Pradesh Poriyal And Sambar Stew With Rice,Uttar Pradesh,Dinner,687,8.3,97.2,23.0,Both
Moong Dal Tadka And Dal,Haryana,Dinner,524,16.8,77.8,19.4,Both
Arbi Rasam And Rice Curry,Jharkhand,Dinner,706,14.5,114.2,19.4,Both
Tandoori Chicken Platter Sabzi With Rotis,Uttarakhand,Dinner,550,23.4,79.1,17.7,Both
Palya And Rice And Dal,Jharkhand,Dinner,578,32.9,83.7,18.6,Both
Kootu And Rice Sabzi With Rotis,Uttar Pradesh,Dinner,733,26.3,85.4,28.4,Both
Chhattisgarh Sabzi Roti Stew With Rice,Chhattisgarh,Dinner,741,16.2,104.7,19.5,Both
Karnataka Mixed Veg Stew Stew With Rice,Karnataka,Dinner,522,13.7,80.9,16.5,Both
Jharkhand Mixed Veg Stew Stew With Rice,Jharkhand,Dinner,544,26.2,81.6,17.6,Both
Bihar Tandoori Chicken Platter Stew With Rice,Bihar,Dinner,732,34.0,84.6,26.6,Both
Egg Bhurji With Rotis And Dal,West Bengal,Dinner,506,15.1,73.9,13.7,Both
Moong Dal Tadka Sabzi With Rotis,Jharkhand,Dinner,553,12.4,80.9,20.6,Both
Punjab Palya And Rice Platter,Punjab,Dinner,608,16.7,85.7,22.0,Both
Andhra Pradesh Egg Bhurji With Rotis Stew With Rice,Andhra Pradesh,Dinner,589,30.5,88.6,22.7,Both
Punjab Veg Kofta Curry Platter,Punjab,Dinner,839,26.4,98.3,28.0,Both
Chhattisgarh Moong Dal Tadka Stew With Rice,Chhattisgarh,Dinner,817,10.7,125.3,21.7,Both
Mutton Rogan Josh And Dal,Maharashtra,Dinner,698,24.7,83.1,17.1,Both
Uttarakhand Dal Fry Platter,Uttarakhand,Dinner,463,8.5,56.0,12.0,Both
Palya And Rice Sabzi With Rotis,Punjab,Dinner,587,34.8,86.8,16.8,Both
Rasam And Rice And Dal,Andhra Pradesh,Dinner,707,15.1,86.4,19.8,Both
Palya And Rice Sabzi With Rotis,Chhattisgarh,Dinner,761,22.3,118.7,18.3,Both
Goa Palya And Rice Stew With Rice,Goa,Dinner,519,29.5,74.2,19.1,Both
Poriyal And Sambar Sabzi With Rotis,Himachal Pradesh,Dinner,520,12.5,60.6,19.4,Both
Chicken Korma And Dal,Tamil Nadu,Dinner,657,21.1,93.7,17.2,Both
Fish Moilee And Dal,Nagaland,Dinner,830,21.8,96.2,27.8,Both
Sarson Vegetable Kurma Curry,Punjab,Dinner,663,29.0,100.4,15.8,Both
Batata Kootu And Rice Curry,Maharashtra,Dinner,761,11.4,116.1,25.2,Both
Rajasthan Tandoori Chicken Platter Stew With Rice,Rajasthan,Dinner,746,15.4,93.5,19.4,Both
Singodi Sabzi Roti Curry,Uttarakhand,Dinner,570,27.1,82.3,17.4,Both
Vellarikka Vegetable Kurma Curry,Rajasthan,Dinner,609,21.5,91.7,14.0,Both
Rasam And Rice Sabzi With Rotis,Sikkim,Dinner,715,19.3,93.6,19.3,Both
Katancha Kootu And Rice Curry,Andhra Pradesh,Dinner,593,19.7,88.0,19.5,Both
Dal And Chapati And Dal,Manipur,Dinner,459,28.4,57.3,15.7,Both
Kerala Tandoori Chicken Platter Stew With Rice,Kerala,Dinner,531,32.9,69.7,19.9,Both
Bhatt Prawn Curry Curry,Uttarakhand,Dinner,819,23.2,126.6,25.4,Both
Goa Prawn Curry Platter,Goa,Dinner,742,32.6,105.1,25.6,Both
Dalpithi Kootu And Rice Curry,Madhya Pradesh,Dinner,737,32.3,84.9,22.4,Both
Sambar And Rice Sabzi With Rotis,Meghalaya,Dinner,610,14.2,76.5,13.6,Both
Sarson Chole Bhature (Veg) Curry,Punjab,Dinner,532,16.2,78.3,15.0,Both
Chicken Stew And Dal,Goa,Dinner,842,8.5,118.3,21.9,Both
Moong Dal Tadka Sabzi With Rotis,Tamil Nadu,Dinner,550,12.2,68.4,17.7,Both
Rajasthan Veg Kebab Platter Platter,Rajasthan,Dinner,533,22.2,76.4,16.2,Both
Kootu And Rice And Dal,Assam,Dinner,827,12.1,103.7,20.6,Both
Vegetable Kurma And Dal,Maharashtra,Dinner,552,32.7,78.6,15.4,Both
