Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Prawn Curry And Dal,Tripura,Dinner,892,30.2,130.9,29.0,Non-Veg
Mutton Rogan Josh And Dal,West Bengal,Dinner,865,28.5,111.0,21.1,Non-Veg
Bora Prawn Curry Curry,Assam,Dinner,711,24.0,83.6,27.6,Non-Veg
Prawn Curry And Dal,Punjab,Dinner,889,43.0,101.8,24.3,Non-Veg
Fish Moilee Sabzi With Rotis,Mizoram,Dinner,541,29.9,87.7,14.1,Non-Veg
Fish Moilee And Dal,Gujarat,Dinner,640,43.8,79.1,14.3,Non-Veg
Himachal Pradesh Tandoori Chicken Platter Stew With Rice,Himachal Pradesh,Dinner,847,39.0,126.3,22.0,Non-Veg
Karnataka Prawn Curry Platter,Karnataka,Dinner,526,26.8,69.7,15.9,Non-Veg
Mirapakaya Fish Moilee Curry,Andhra Pradesh,Dinner,839,35.8,119.3,19.0,Non-Veg
Zu Chicken Korma Curry,Nagaland,Dinner,842,30.2,133.9,21.4,Non-Veg
Prawn Curry Sabzi With Rotis,Assam,Dinner,526,33.3,68.5,15.2,Non-Veg
Mizoram Chicken Korma Platter,Mizoram,Dinner,852,40.8,130.5,26.0,Non-Veg
Modak Fish Moilee Curry,Maharashtra,Dinner,468,25.8,58.0,14.1,Non-Veg
Mutton Rogan Josh Sabzi With Rotis,Uttarakhand,Dinner,551,24.8,86.4,14.1,Non-Veg
Tungrymbai Tandoori Chicken Platter Curry,Meghalaya,Dinner,742,36.5,103.5,27.5,Non-Veg
Tandoori Chicken Platter And Dal,Sikkim,Dinner,632,27.7,94.1,21.3,Non-Veg
Chicken Stew And Dal,Andhra Pradesh,Dinner,687,35.5,82.7,18.6,Non-Veg
Egg Bhurji With Rotis And Dal,Jharkhand,Dinner,558,22.0,73.2,14.6,Non-Veg
Andhra Pradesh Egg Bhurji With Rotis Platter,Andhra Pradesh,Dinner,872,36.9,140.1,31.0,Non-Veg
Mizoram Mutton Rogan Josh Stew With Rice,Mizoram,Dinner,652,30.9,101.9,22.5,Non-Veg
Goa Prawn Curry Stew With Rice,Goa,Dinner,564,44.8,77.4,17.0,Non-Veg
Delhi Chicken Stew Platter,Delhi,Dinner,669,26.2,94.0,18.9,Non-Veg
Jharkhand Mutton Rogan Josh Stew With Rice,Jharkhand,Dinner,544,27.8,84.5,15.5,Non-Veg
Gongura Mutton Rogan Josh Curry,Telangana,Dinner,573,42.7,77.1,14.7,Non-Veg
Tsaman Egg Bhurji With Rotis Curry,Jammu and Kashmir,Dinner,596,30.4,80.0,19.8,Non-Veg
West Bengal Fish Moilee Stew With Rice,West Bengal,Dinner,701,25.4,80.7,24.2,Non-Veg
Mutton Rogan Josh Sabzi With Rotis,Karnataka,Dinner,793,29.4,116.3,30.5,Non-Veg
Tandoori Chicken Platter And Dal,West Bengal,Dinner,810,40.7,98.0,27.9,Non-Veg
Meghalaya Mutton Rogan Josh Platter,Meghalaya,Dinner,455,27.6,63.0,13.1,Non-Veg
Mutton Rogan Josh And Dal,Nagaland,Dinner,661,27.7,104.9,19.6,Non-Veg
Mizoram Egg Bhurji With Rotis Platter,Mizoram,Dinner,713,28.9,93.2,27.0,Non-Veg
Prawn Curry And Dal,Karnataka,Dinner,793,20.6,97.1,18.9,Non-Veg
Kadala Chicken Stew Curry,Odisha,Dinner,596,28.8,81.7,15.7,Non-Veg
Jammu And Kashmir Prawn Curry Platter,Jammu and Kashmir,Dinner,616,23.3,98.4,14.0,Non-Veg
Madhya Pradesh Prawn Curry Stew With Rice,Madhya Pradesh,Dinner,707,25.9,95.3,18.6,Non-Veg
Nagaland Chicken Stew Stew With Rice,Nagaland,Dinner,711,41.5,102.9,25.6,Non-Veg
West Bengal Chicken Stew Platter,West Bengal,Dinner,540,44.9,65.8,12.9,Non-Veg
Karnataka Tandoori Chicken Platter Platter,Karnataka,Dinner,512,27.8,73.0,13.2,Non-Veg
West Bengal Fish Moilee Platter,West Bengal,Dinner,788,30.0,92.6,20.4,Non-Veg
Uttar Pradesh Chicken Stew Stew With Rice,Uttar Pradesh,Dinner,623,39.6,85.1,22.0,Non-Veg
Tamil Nadu Mutton Rogan Josh Stew With Rice,Tamil Nadu,Dinner,865,28.8,117.5,33.1,Non-Veg
Mizoram Egg Bhurji With Rotis Stew With Rice,Mizoram,Dinner,851,38.1,97.3,24.0,Non-Veg
Andhra Pradesh Egg Bhurji With Rotis Stew With Rice,Andhra Pradesh,Dinner,660,33.3,76.9,19.4,Non-Veg
Manipur Prawn Curry Stew With Rice,Manipur,Dinner,455,36.1,65.1,11.2,Non-Veg
Mutton Rogan Josh Sabzi With Rotis,Odisha,Dinner,866,23.5,130.4,23.3,Non-Veg
Fish Moilee Sabzi With Rotis,West Bengal,Dinner,471,36.6,75.2,17.0,Non-Veg
Prawn Curry Sabzi With Rotis,Uttarakhand,Dinner,480,44.9,68.2,17.3,Non-Veg
Bengalgram Prawn Curry Curry,Karnataka,Dinner,536,22.8,75.2,12.3,Non-Veg
Sikkim Mutton Rogan Josh Platter,Sikkim,Dinner,823,23.3,120.1,27.1,Non-Veg
Rajasthan Chicken Korma Platter,Rajasthan,Dinner,480,24.6,62.6,17.7,Non-Veg
Chicken Korma And Dal,Goa,Dinner,480,30.7,57.6,11.6,Non-Veg
Chaulai Chicken Korma Curry,Haryana,Dinner,786,37.2,116.0,30.5,Non-Veg
Chakko Chicken Stew Curry,Kerala,Dinner,495,21.6,74.4,18.0,Non-Veg
Meghalaya Prawn Curry Stew With Rice,Meghalaya,Dinner,852,26.9,100.2,28.7,Non-Veg
Jammu And Kashmir Chicken Korma Stew With Rice,Jammu and Kashmir,Dinner,857,40.2,132.4,31.6,Non-Veg
Tripura Mutton Rogan Josh Platter,Tripura,Dinner,469,40.1,65.7,12.3,Non-Veg
Saga Egg Bhurji With Rotis Curry,Odisha,Dinner,898,28.8,137.9,20.1,Non-Veg
Ootti Chicken Korma Curry,Manipur,Dinner,873,23.3,139.4,23.2,Non-Veg
Bihar Prawn Curry Platter,Bihar,Dinner,766,35.9,121.2,21.5,Non-Veg
Mutton Rogan Josh And Dal,Sikkim,Dinner,590,22.0,70.6,19.2,Non-Veg
Tamil Nadu Chicken Stew Platter,Tamil Nadu,Dinner,676,42.7,82.1,24.6,Non-Veg
Manipur Chicken Korma Platter,Manipur,Dinner,835,29.8,97.5,26.9,Non-Veg
Chicken Stew And Dal,Assam,Dinner,457,23.4,69.3,15.4,Non-Veg
Egg Bhurji With Rotis And Dal,Telangana,Dinner,838,29.8,100.0,28.7,Non-Veg
Egg Bhurji With Rotis And Dal,Jammu and Kashmir,Dinner,513,29.9,67.4,18.6,Non-Veg
Axone Prawn Curry Curry,Nagaland,Dinner,636,40.5,87.4,15.5,Non-Veg
Nagaland Prawn Curry Stew With Rice,Nagaland,Dinner,831,40.9,128.3,22.7,Non-Veg
Mutton Rogan Josh And Dal,Bihar,Dinner,884,21.4,133.6,19.8,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,West Bengal,Dinner,546,38.0,75.5,15.5,Non-Veg
Kadala Mutton Rogan Josh Curry,Odisha,Dinner,597,36.6,74.4,14.5,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Uttarakhand,Dinner,807,36.0,93.8,29.5,Non-Veg
Egg Bhurji With Rotis And Dal,Meghalaya,Dinner,805,42.7,125.1,27.0,Non-Veg
Mutton Rogan Josh And Dal,Andhra Pradesh,Dinner,497,25.4,71.4,15.7,Non-Veg
Litti Fish Moilee Curry,Bihar,Dinner,687,33.0,98.5,24.5,Non-Veg
Dohneiiong Fish Moilee Curry,Meghalaya,Dinner,681,44.3,103.0,25.0,Non-Veg
Fish Moilee And Dal,Delhi,Dinner,603,32.6,96.5,14.8,Non-Veg
Chicken Korma And Dal,Nagaland,Dinner,601,38.7,71.5,16.6,Non-Veg
Keerai Chicken Stew Curry,Rajasthan,Dinner,826,33.2,114.0,24.8,Non-Veg
Chicken Stew And Dal,Tamil Nadu,Dinner,644,42.9,95.3,20.0,Non-Veg
Mutton Rogan Josh And Dal,Telangana,Dinner,800,41.1,98.6,29.9,Non-Veg
Jammu And Kashmir Chicken Stew Platter,Jammu and Kashmir,Dinner,847,38.8,101.1,20.6,Non-Veg
Manipur Tandoori Chicken Platter Stew With Rice,Manipur,Dinner,492,26.4,78.8,12.7,Non-Veg
Sikkim Chicken Korma Stew With Rice,Sikkim,Dinner,491,26.9,62.3,12.1,Non-Veg
Meghalaya Chicken Korma Platter,Meghalaya,Dinner,812,31.5,102.4,20.8,Non-Veg
Karnataka Egg Bhurji With Rotis Platter,Karnataka,Dinner,799,41.3,98.9,28.7,Non-Veg
Uttarakhand Chicken Stew Platter,Uttarakhand,Dinner,671,41.1,91.2,15.9,Non-Veg
Mutton Rogan Josh Sabzi With Rotis,Mizoram,Dinner,604,35.0,82.9,20.9,Non-Veg
Nadru Tandoori Chicken Platter Curry,Jammu and Kashmir,Dinner,770,21.7,107.1,23.6,Non-Veg
Punjab Prawn Curry Platter,Punjab,Dinner,864,42.1,102.2,27.4,Non-Veg
Telangana Prawn Curry Platter,Telangana,Dinner,673,44.4,83.1,16.4,Non-Veg
Uttar Pradesh Chicken Stew Platter,Uttar Pradesh,Dinner,598,31.3,87.8,23.1,Non-Veg
Nagaland Tandoori Chicken Platter Platter,Nagaland,Dinner,734,31.6,99.5,25.2,Non-Veg
Assam Chicken Stew Stew With Rice,Assam,Dinner,656,29.6,102.0,25.3,Non-Veg
Chicken Korma Sabzi With Rotis,Jammu and Kashmir,Dinner,780,33.5,92.5,28.1,Non-Veg
Chicken Stew Sabzi With Rotis,Odisha,Dinner,885,20.3,112.8,31.2,Non-Veg
Karela Mutton Rogan Josh Curry,Bihar,Dinner,498,24.5,62.3,18.7,Non-Veg
Gujarat Chicken Stew Platter,Gujarat,Dinner,496,22.8,68.7,13.6,Non-Veg
Chicken Korma And Dal,Delhi,Dinner,583,24.5,66.4,16.7,Non-Veg
Rajasthan Prawn Curry Platter,Rajasthan,Dinner,837,37.7,107.0,28.5,Non-Veg
Mutton Rogan Josh Sabzi With Rotis,Gujarat,Dinner,651,28.4,89.4,19.8,Non-Veg
Madhya Pradesh Prawn Curry Platter,Madhya Pradesh,Dinner,637,34.2,83.2,20.1,Non-Veg
Ragi Fish Moilee Curry,Karnataka,Dinner,754,21.8,97.9,26.5,Non-Veg
Andhra Pradesh Mutton Rogan Josh Stew With Rice,Andhra Pradesh,Dinner,621,27.7,99.9,17.0,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Maharashtra,Dinner,766,23.9,89.0,29.7,Non-Veg
Bhature Chicken Korma Curry,Himachal Pradesh,Dinner,459,27.8,66.1,16.3,Non-Veg
Jharkhand Egg Bhurji With Rotis Stew With Rice,Jharkhand,Dinner,721,36.5,82.1,21.5,Non-Veg
Prawn Curry And Dal,Chhattisgarh,Dinner,542,44.4,76.8,15.6,Non-Veg
Chicken Korma Sabzi With Rotis,Kerala,Dinner,671,27.6,98.1,15.6,Non-Veg
Bora Mutton Rogan Josh Curry,Assam,Dinner,766,24.9,115.6,23.3,Non-Veg
Tandoori Chicken Platter Sabzi With Rotis,Gujarat,Dinner,667,32.7,88.6,21.0,Non-Veg
Jammu And Kashmir Chicken Korma Platter,Jammu and Kashmir,Dinner,467,43.2,64.8,15.6,Non-Veg
Maskaa Fish Moilee Curry,Assam,Dinner,891,40.7,141.2,28.6,Non-Veg
Chicken Korma And Dal,Bihar,Dinner,754,29.8,117.7,20.1,Non-Veg
Egg Bhurji With Rotis And Dal,Uttar Pradesh,Dinner,582,40.5,83.9,22.4,Non-Veg
Smoked Mutton Rogan Josh Curry,Nagaland,Dinner,572,26.9,77.0,15.1,Non-Veg
Uttar Pradesh Tandoori Chicken Platter Stew With Rice,Uttar Pradesh,Dinner,846,29.1,113.9,21.2,Non-Veg
Dhuska Chicken Stew Curry,Jharkhand,Dinner,862,40.4,109.0,31.6,Non-Veg
Chicken Korma And Dal,Kerala,Dinner,567,33.3,69.4,17.6,Non-Veg
Himachal Pradesh Prawn Curry Platter,Himachal Pradesh,Dinner,760,23.0,101.0,21.7,Non-Veg
Nagaland Egg Bhurji With Rotis Stew With Rice,Nagaland,Dinner,693,25.5,85.2,26.6,Non-Veg
Uttarakhand Chicken Stew Stew With Rice,Uttarakhand,Dinner,900,29.7,109.2,34.8,Non-Veg
Chicken Stew And Dal,Madhya Pradesh,Dinner,892,30.8,102.0,23.1,Non-Veg
Kerala Prawn Curry Platter,Kerala,Dinner,617,22.9,78.6,19.0,Non-Veg
Tamil Nadu Prawn Curry Stew With Rice,Tamil Nadu,Dinner,614,31.2,89.2,16.4,Non-Veg
Fish Moilee And Dal,Manipur,Dinner,464,38.2,72.2,13.9,Non-Veg
Andhra Pradesh Fish Moilee Platter,Andhra Pradesh,Dinner,654,43.1,101.8,20.7,Non-Veg
Fish Moilee And Dal,Telangana,Dinner,756,36.1,104.7,20.5,Non-Veg
Mutton Rogan Josh Sabzi With Rotis,Manipur,Dinner,706,31.1,91.2,23.8,Non-Veg
Mutton Rogan Josh And Dal,Mizoram,Dinner,771,40.1,102.3,25.4,Non-Veg
Kang Tandoori Chicken Platter Curry,Manipur,Dinner,587,32.8,71.8,13.1,Non-Veg
Makki Egg Bhurji With Rotis Curry,Punjab,Dinner,893,28.2,113.2,29.9,Non-Veg
Kulcha Chicken Stew Curry,Delhi,Dinner,544,32.9,77.9,13.8,Non-Veg
Delhi Prawn Curry Platter,Delhi,Dinner,852,29.7,137.9,22.4,Non-Veg
Punjab Mutton Rogan Josh Platter,Punjab,Dinner,611,44.9,86.7,13.8,Non-Veg
Uttarakhand Fish Moilee Platter,Uttarakhand,Dinner,655,29.5,80.9,25.0,Non-Veg
Ragi Egg Bhurji With Rotis Curry,Karnataka,Dinner,515,25.0,75.0,16.0,Non-Veg
Chhattisgarh Fish Moilee Stew With Rice,Chhattisgarh,Dinner,597,37.7,73.7,18.4,Non-Veg
Chicken Korma And Dal,Madhya Pradesh,Dinner,750,40.3,119.7,18.5,Non-Veg
Bajra Tandoori Chicken Platter Curry,Punjab,Dinner,874,22.6,135.8,27.2,Non-Veg
Fish Moilee Sabzi With Rotis,Assam,Dinner,590,41.3,83.7,21.6,Non-Veg
Pappu Egg Bhurji With Rotis Curry,Andhra Pradesh,Dinner,781,31.7,104.2,24.2,Non-Veg
Goa Tandoori Chicken Platter Stew With Rice,Goa,Dinner,471,26.1,75.1,11.4,Non-Veg
Odisha Tandoori Chicken Platter Platter,Odisha,Dinner,829,32.5,109.3,27.8,Non-Veg
Lauki Mutton Rogan Josh Curry,Uttar Pradesh,Dinner,749,38.5,117.4,27.2,Non-Veg
Nagaland Mutton Rogan Josh Platter,Nagaland,Dinner,580,27.2,85.9,13.3,Non-Veg
Vawksa Fish Moilee Curry,Mizoram,Dinner,489,41.5,67.4,16.7,Non-Veg
Chha Gosht (Veg Style) Prawn Curry Curry,Himachal Pradesh,Dinner,639,27.1,94.5,15.5,Non-Veg
Prawn Curry Sabzi With Rotis,Goa,Dinner,865,40.3,118.2,26.0,Non-Veg
